task_lang,transfer_lang,accuracy,f1_score
my,la,0.26,0.5966688311688312
mg,la,0.36,0.6739047619047618
et,la,0.4933,0.7316881422722444
ang,la,0.4,0.617313725490196
lb,la,0.522,0.7332862647156765
als,la,0.31,0.6164552884336166
gan,la,0.26,0.5479999999999999
li,la,0.55,0.7055546218487396
ta,la,0.352,0.6326433060403649
rw,la,0.28,0.6662835497835498
vo,la,0.5,0.5495238095238095
sa,la,0.16,0.3717380952380951
tk,la,0.29,0.5989307359307359
cdo,la,0.26,0.3700238095238095
eo,la,0.5596,0.7452564189285087
mzn,la,0.35,0.6485048285048285
id,la,0.3651,0.634186056409191
ce,la,0.39,0.697386002886003
pdc,la,0.31,0.5457380952380951
km,la,0.21,0.4643809523809523
hy,la,0.409,0.5616946830946831
mi,la,0.17,0.5396349206349206
sk,la,0.5316,0.7664337089278112
fur,la,0.38,0.6136788211788212
sv,la,0.4654,0.7389711638920076
ru,la,0.548,0.731490120374122
diq,la,0.38,0.6349321789321789
nap,la,0.3,0.6884139292080469
it,la,0.5208,0.762402779709111
nn,la,0.492,0.7255994988499632
ne,la,0.42,0.7536025086025085
gu,la,0.45,0.6683730158730158
ln,lb,0.47,0.5952380952380952
ka,lb,0.5405,0.7719810622624709
xmf,lb,0.52,0.6809047619047619
ay,lb,0.41,0.4665402930402931
et,lb,0.6256,0.8123522224911311
nap,lb,0.56,0.698908046202164
ast,lb,0.642,0.837212858495134
kk,lb,0.607,0.805987642912643
es,lb,0.6996,0.8356950231407738
my,lb,0.42,0.687357142857143
cs,lb,0.6116,0.8115915757161655
fo,lb,0.64,0.8038433886375063
ba,lb,0.57,0.7801955266955267
ga,lb,0.549,0.782196293214869
ko,lb,0.3714,0.6423321338396725
mt,lb,0.61,0.7471053391053392
arc,lb,0.08,0.3348174603174603
is,lb,0.669,0.8174309256103375
mg,lb,0.41,0.752652958152958
it,lb,0.6173,0.8104757843893292
kn,lb,0.53,0.718606782106782
ce,lb,0.26,0.6741281496281496
sq,lb,0.751,0.860127057256469
wa,lb,0.47,0.5922222222222222
zh-yue,lb,0.2815,0.6287555669365035
az,lb,0.558,0.7772853701853703
be-x-old,lb,0.573,0.7437350216776687
uk,lb,0.5427,0.7664483481765912
su,lb,0.45,0.6644371184371184
ceb,lb,0.44,0.620954933954934
nds,lb,0.77,0.890893106893107
gl,lb,0.7294,0.8521568355620988
cv,lb,0.56,0.7557322677322676
diq,lb,0.51,0.6884920634920636
mi,lb,0.3,0.6401904761904761
mwl,lb,0.32,0.6638184038184037
tg,lb,0.59,0.7677178932178933
eu,lb,0.558,0.795887352732407
sco,lb,0.61,0.7873003108003108
lt,lb,0.6405,0.8000386740796185
da,lb,0.6859,0.8426116391606331
br,lb,0.504,0.6841203250825543
pl,lb,0.6119,0.8135452965782067
sa,lb,0.32,0.4996904761904761
scn,lb,0.56,0.747976800976801
sl,lb,0.6382,0.7893253831342376
map-bms,lb,0.45,0.6151904761904761
ru,lb,0.4718,0.7438966640359984
sah,lb,0.41,0.5215958485958485
tr,lb,0.6479,0.8120006883665011
am,lb,0.38,0.5491507936507937
arz,lb,0.51,0.7571780996780996
dv,lb,0.37,0.6384365079365079
csb,lb,0.51,0.7282782870724048
mzn,lb,0.51,0.7550793650793652
ky,lb,0.31,0.6066666666666667
li,lb,0.61,0.767009167303285
sh,lb,0.5738,0.7314960897599133
or,lb,0.14,0.455590909090909
lmo,lb,0.45,0.7740896355106882
min,lb,0.33,0.5727619047619047
jbo,lb,0.43,0.568
ur,lb,0.5,0.6612513014763015
ar,lb,0.4391,0.6730876870343279
fa,lb,0.4899,0.7000157169851132
os,lb,0.39,0.7052655122655122
uz,lb,0.725,0.8181372294372296
lv,lb,0.588,0.7673933843993983
als,lb,0.59,0.7834400259183542
vls,lb,0.6,0.7991831501831501
hy,lb,0.472,0.6808050126344244
ro,lb,0.6464,0.8317158135217037
pnb,lb,0.47,0.6277659007659008
mhr,lb,0.37,0.6446744921744921
zh-min-nan,lb,0.51,0.6471555111555112
qu,lb,0.47,0.6246516914458091
an,lb,0.764,0.8520635402179519
km,lb,0.34,0.5003896103896104
cbk-zam,lb,0.31,0.6624342324342325
hsb,lb,0.65,0.7833439436380613
de,lb,0.6673,0.8255237237676325
hr,lb,0.6152,0.7965188443333413
id,lb,0.4584,0.696812142460223
no,lb,0.6815,0.8451833187426607
be,lb,0.618,0.7911021354462531
gn,lb,0.53,0.689041847041847
so,lb,0.52,0.6726666666666666
szl,lb,0.54,0.6553095238095239
war,lb,0.43,0.617060384060384
cy,lb,0.498,0.7217790348540349
vec,lb,0.62,0.7329581529581529
mn,lb,0.5,0.718777555777556
mr,lb,0.492,0.7200835517423754
ug,lb,0.28,0.4896507936507936
en,lb,0.4644,0.7190621790326975
pdc,lb,0.53,0.6586776556776556
vep,lb,0.52,0.7533517316017315
crh,lb,0.47,0.6460259740259741
ksh,lb,0.51,0.6909355742296919
mk,lb,0.629,0.8222810552021078
ml,lb,0.547,0.7327671801882328
ace,lb,0.35,0.555839466089466
hi,lb,0.596,0.7779883505383506
lij,lb,0.4,0.5997655122655122
wuu,lb,0.29,0.598968253968254
hu,lb,0.6561,0.826903320289102
th,lb,0.0035,0.2218666759822564
tk,lb,0.59,0.7239401154401156
nl,lb,0.6738,0.8207982984198464
nov,lb,0.66,0.9013823692647224
bar,lb,0.73,0.7899761904761905
ne,lb,0.48,0.7140090138619551
te,lb,0.508,0.6853692836403363
yi,lb,0.49,0.6746060606060607
gan,lb,0.34,0.6165555555555556
zea,lb,0.52,0.7509632034632036
bh,lb,0.55,0.7338152958152958
ilo,lb,0.5,0.6212478632478632
simple,lb,0.648,0.8312042173512763
jv,lb,0.59,0.7936073926073928
ms,lb,0.6,0.764936951936952
frr,lb,0.54,0.6244761904761904
sd,lb,0.34,0.690875901875902
el,lb,0.6672,0.8114373520957886
fiu-vro,lb,0.48,0.6735555555555554
io,lb,0.64,0.7332007992007992
sv,lb,0.5606,0.8241052915849201
af,lb,0.636,0.8014179285970309
fy,lb,0.631,0.8024523666134349
bs,lb,0.56,0.7868450293170881
ig,lb,0.46,0.5841544011544012
pms,lb,0.54,0.7841059233164497
fur,lb,0.56,0.7363924963924964
zh,lb,0.2272,0.6128524017709157
lb,lb,0.826,0.913828051626736
pt,lb,0.6468,0.8112386343816143
he,lb,0.4438,0.7023593885405961
ang,lb,0.49,0.6514279348102877
ckb,lb,0.424,0.6476535853035854
gd,lb,0.53,0.6585432345432346
pa,lb,0.48,0.6645590520590521
si,lb,0.71,0.7824083694083694
eml,lb,0.48,0.608157796451914
vi,lb,0.4231,0.7005855525125029
tt,lb,0.588,0.8112715451215452
sr,lb,0.5006,0.7241041826078978
gu,lb,0.49,0.719564047064047
vo,lb,0.57,0.5877777777777777
eo,lb,0.6055,0.7712008247703449
fr,lb,0.6464,0.8215911174540974
ja,lb,0.1214,0.5269546008094073
ta,lb,0.462,0.7105877178377179
ext,lb,0.41,0.5808297258297258
cdo,lb,0.28,0.3963701298701299
sk,lb,0.6439,0.8207927464219646
ca,lb,0.6578,0.7911021974035596
tl,lb,0.576,0.7216130434924553
bo,lb,0.32,0.368
la,lb,0.58,0.7112619501413618
sw,lb,0.479,0.6338618309794781
yo,lb,0.4,0.5020229770229769
rm,lb,0.55,0.7762690087690087
nn,lb,0.651,0.8132547952047952
rw,lb,0.55,0.6732813852813853
ia,lb,0.42,0.6831902639843815
bat-smg,lb,0.57,0.6765396825396824
bg,lb,0.6088,0.7868207737661376
ku,lb,0.69,0.8065396825396828
zh-classical,lb,0.22,0.5286540770031481
hak,lb,0.34,0.4262813852813852
bn,lb,0.553,0.7078234312471154
ps,lb,0.42,0.6568095238095237
as,lb,0.46,0.6641133180544944
oc,lb,0.77,0.8264155844155845
co,lb,0.58,0.6654718614718617
fi,lb,0.6391,0.82293019090129
co,lt,0.6,0.6720000000000002
min,lt,0.27,0.618995670995671
mzn,lt,0.51,0.7604920634920634
szl,lt,0.51,0.6362539682539682
cs,lt,0.6748,0.8319147910311222
war,lt,0.59,0.70202442002442
sk,lt,0.693,0.8458668672160314
sd,lt,0.4,0.7121825396825396
wa,lt,0.47,0.5658571428571428
kk,lt,0.558,0.7901081420041947
nn,lt,0.695,0.83915043333
bat-smg,lt,0.52,0.6588730158730159
bh,lt,0.58,0.6981904761904763
ln,lt,0.41,0.5458672438672438
lb,lt,0.6,0.7809285144250314
af,lt,0.642,0.8011848781335625
vo,lt,0.38,0.519090909090909
qu,lt,0.64,0.7282792485292485
mg,lt,0.4,0.6958874458874458
ru,lt,0.461,0.6993608558228837
eml,lt,0.45,0.5880155122655123
tt,lt,0.681,0.8259745194348136
lmo,lt,0.44,0.733807563781248
fr,lt,0.6648,0.8348391076175287
cy,lt,0.608,0.7463838543207739
mr,lt,0.635,0.7851812401650637
hak,lt,0.31,0.3704365079365079
sa,lt,0.34,0.5031507936507936
vep,lt,0.59,0.817297619047619
jbo,lt,0.4,0.4981904761904762
pt,lt,0.6857,0.8220349113494005
tk,lt,0.61,0.7353095238095239
es,lt,0.6979,0.8377812563880906
rw,lt,0.6,0.6872337662337662
ce,lt,0.25,0.6601542901542901
an,lt,0.767,0.8586349789099789
ba,lt,0.63,0.8035216450216451
sw,lt,0.552,0.6664380076837507
bg,lt,0.6764,0.8072380628874051
sco,lt,0.64,0.7906746031746033
yo,lt,0.53,0.6358368298368299
vi,lt,0.5392,0.7772602081784744
sah,lt,0.67,0.7780677655677657
ace,lt,0.41,0.6227197802197801
bar,lt,0.63,0.729531746031746
tg,lt,0.66,0.8289040404040405
bo,lt,0.23,0.3036666666666667
li,lt,0.66,0.7891064213564214
gan,lt,0.38,0.5471666666666666
pl,lt,0.6778,0.8425053920417387
sh,lt,0.5267,0.7657674288929165
uz,lt,0.767,0.8416929903429904
pnb,lt,0.55,0.6579065934065933
km,lt,0.31,0.5157619047619046
mn,lt,0.63,0.7875907250644093
ilo,lt,0.62,0.7154650349650349
uk,lt,0.6166,0.804346922486698
sl,lt,0.6796,0.8158559363486529
crh,lt,0.5,0.6620909090909092
pa,lt,0.53,0.6693613608613609
id,lt,0.4539,0.6507141657731673
diq,lt,0.53,0.7175072150072151
gl,lt,0.7616,0.8640698236343979
ia,lt,0.39,0.6332761225702401
gn,lt,0.51,0.6235494505494505
ckb,lt,0.478,0.6494392995892996
en,lt,0.4832,0.7270479449841524
la,lt,0.672,0.7870438360487121
fi,lt,0.6652,0.8416148546130513
arz,lt,0.57,0.7884816294816295
ceb,lt,0.56,0.6503863636363637
ja,lt,0.1571,0.5415926230340007
hsb,lt,0.59,0.7813603896103897
so,lt,0.59,0.7193809523809525
pms,lt,0.55,0.7285555745424168
ug,lt,0.42,0.4998095238095238
nov,lt,0.56,0.8465865245865245
jv,lt,0.59,0.750095127095127
ga,lt,0.634,0.7981547665612682
ro,lt,0.5651,0.780044719380207
ay,lt,0.43,0.4782234432234432
ext,lt,0.43,0.5597875457875457
he,lt,0.4863,0.7157832311573875
ksh,lt,0.36,0.575814935064935
it,lt,0.6635,0.8290199152438549
ko,lt,0.4517,0.6894257194379408
nap,lt,0.53,0.6912210289710291
csb,lt,0.49,0.6691771284271284
ml,lt,0.627,0.7756432838403428
br,lt,0.528,0.6614253228711433
az,lt,0.653,0.8174193704987822
lv,lt,0.731,0.8577222074837788
ky,lt,0.45,0.6875108225108225
zh-min-nan,lt,0.49,0.6676259968102073
is,lt,0.644,0.8212412504162503
mwl,lt,0.3,0.6021564546564546
ne,lt,0.57,0.8020542398777692
ku,lt,0.71,0.8051269841269841
tl,lt,0.576,0.70075564990565
ang,lt,0.5,0.6165080850522028
ms,lt,0.524,0.6695683418748435
mi,lt,0.36,0.6868253968253968
gd,lt,0.51,0.5894855144855145
lij,lt,0.4,0.590119658119658
da,lt,0.7179,0.8609716299773498
ka,lt,0.6402,0.8012830092387833
de,lt,0.6156,0.7984056648691865
ar,lt,0.5016,0.69844249485121
zh-yue,lt,0.3631,0.6537645713144784
frr,lt,0.47,0.5606984126984127
xmf,lt,0.62,0.756197136197136
io,lt,0.61,0.7205036075036075
eo,lt,0.6386,0.77984901557335
scn,lt,0.6,0.7142484737484738
as,lt,0.44,0.5836556221556221
mk,lt,0.696,0.8343292909532848
hu,lt,0.6918,0.8556213879197858
zh,lt,0.2712,0.6406973705345222
arc,lt,0.09,0.2808095238095238
gu,lt,0.59,0.7636141636141636
hr,lt,0.6641,0.8324178430960164
fo,lt,0.64,0.8193531746031746
fa,lt,0.427,0.7456355307403294
th,lt,0.0032,0.2288253375168003
oc,lt,0.67,0.764065934065934
si,lt,0.56,0.6677568542568543
vec,lt,0.58,0.693948051948052
nds,lt,0.57,0.7960822510822513
et,lt,0.6777,0.84218521918484
bn,lt,0.637,0.7347015654108534
no,lt,0.7017,0.8515917777526911
yi,lt,0.54,0.7293571428571428
ast,lt,0.642,0.8341016367275657
mhr,lt,0.44,0.6728936063936064
mt,lt,0.6,0.8238416583416582
rm,lt,0.58,0.7497020202020203
map-bms,lt,0.5,0.6188015873015873
pdc,lt,0.41,0.5897844377844378
ig,lt,0.49,0.6430634920634921
simple,lt,0.69,0.8402152444219009
sv,lt,0.681,0.8634320399406236
fur,lt,0.53,0.6863253968253971
ca,lt,0.7592,0.8560549743488366
fiu-vro,lt,0.47,0.6867740592740591
zea,lt,0.53,0.7364047619047619
hi,lt,0.658,0.7822377261627261
sr,lt,0.5915,0.8096080612069388
ur,lt,0.534,0.7318687395937395
os,lt,0.4,0.6596147186147187
cdo,lt,0.32,0.4386219336219337
bs,lt,0.64,0.8370733471121242
cv,lt,0.58,0.7805433455433456
vls,lt,0.6,0.8172690087690089
zh-classical,lt,0.35,0.5770617846206082
ps,lt,0.47,0.6374603174603175
wuu,lt,0.26,0.5441111111111111
my,lt,0.29,0.6308241203241203
su,lt,0.43,0.6321398601398601
eu,lt,0.6429,0.8175457483890378
sq,lt,0.778,0.8789930192356664
te,lt,0.58,0.7315212676212676
am,lt,0.49,0.5903607503607503
als,lt,0.39,0.7739523575839365
kn,lt,0.59,0.7474603174603175
or,lt,0.2,0.5046164946164946
be,lt,0.691,0.8302088989441931
nl,lt,0.6967,0.8433436060963461
lt,lt,0.8549,0.9193271016874424
tr,lt,0.69,0.8327822604090095
cbk-zam,lt,0.39,0.7038369963369964
ta,lt,0.496,0.7090597451568039
hy,lt,0.532,0.6937187096701029
be-x-old,lt,0.683,0.7971316852909732
fy,lt,0.667,0.8002406626053685
el,lt,0.7276,0.8322707210737319
dv,lt,0.53,0.6436212121212121
mr,lv,0.63,0.8094977653065889
be,lv,0.694,0.830034944304062
als,lv,0.51,0.7560636625156749
am,lv,0.48,0.5964053724053724
pl,lv,0.6158,0.8174278039839418
so,lv,0.55,0.6639340659340658
ext,lv,0.35,0.5309438339438339
pms,lv,0.5,0.7150400171723702
an,lv,0.714,0.8229326655370773
bg,lv,0.6307,0.7975510134628013
ms,lv,0.432,0.5934817113656897
wa,lv,0.39,0.5035106837606838
nap,lv,0.56,0.7306367243867244
hsb,lv,0.55,0.7628104362957305
cdo,lv,0.28,0.3889903527844703
gl,lv,0.7018,0.8473032390536881
ru,lv,0.5488,0.7566553042691743
sk,lv,0.6607,0.8318633532386087
ug,lv,0.31,0.507139416139416
vi,lv,0.4515,0.7574900439008876
pnb,lv,0.59,0.7096067821067821
tl,lv,0.56,0.7317389713227949
map-bms,lv,0.43,0.5494285714285714
tg,lv,0.63,0.7696677679046101
af,lv,0.565,0.7826534439416792
mzn,lv,0.47,0.7625952380952381
sd,lv,0.32,0.6687478632478633
or,lv,0.22,0.5336788211788212
diq,lv,0.4,0.680505439005439
gan,lv,0.25,0.5452051282051281
gd,lv,0.44,0.5451702741702742
hi,lv,0.611,0.7834265956265956
es,lv,0.5719,0.8028309861681145
de,lv,0.6154,0.7956469096907565
sl,lv,0.6439,0.7966718019476224
mg,lv,0.23,0.5574808524808524
mhr,lv,0.44,0.6521426906426906
my,lv,0.3,0.6642360972360973
hu,lv,0.6681,0.8377298789548944
vo,lv,0.46,0.561
mn,lv,0.6,0.783319329793014
hy,lv,0.386,0.6598925862750942
nl,lv,0.6579,0.8220528855372353
szl,lv,0.47,0.6110396825396824
mk,lv,0.668,0.8143447829947831
csb,lv,0.43,0.6806761294261294
cs,lv,0.6482,0.8369627173961229
be-x-old,lv,0.633,0.7667376443216226
ka,lv,0.639,0.8107972717985489
su,lv,0.4,0.6345360750360751
ba,lv,0.59,0.7749278499278499
ml,lv,0.628,0.7835724053724055
yo,lv,0.39,0.492950937950938
is,lv,0.633,0.8234026362526362
bn,lv,0.691,0.7776779010033654
fi,lv,0.6267,0.8280741844610499
gu,lv,0.52,0.7721617826617826
sv,lv,0.63,0.8607744702949268
os,lv,0.35,0.6733692973692973
ja,lv,0.1301,0.5407597156240732
gn,lv,0.44,0.6062373737373737
fy,lv,0.632,0.8025945549548491
hr,lv,0.6042,0.817121812300187
nds,lv,0.53,0.8043513708513709
ne,lv,0.48,0.7743345543345543
zh-classical,lv,0.16,0.5284252427998558
wuu,lv,0.23,0.5407777777777778
eo,lv,0.577,0.7638810288481728
it,lv,0.609,0.8212039227447818
fr,lv,0.6061,0.7925852326036537
ace,lv,0.25,0.5425332722832722
pt,lv,0.5898,0.7815246750961458
sh,lv,0.4468,0.672328793836882
vep,lv,0.61,0.8232075716680981
arc,lv,0.07,0.2979069264069264
lt,lv,0.6841,0.8471302213129149
tt,lv,0.637,0.824331161098963
br,lv,0.468,0.6371245689638879
he,lv,0.4289,0.7099249854196371
simple,lv,0.636,0.8160315529242
ta,lv,0.535,0.7490283386376265
ky,lv,0.51,0.6951183261183261
da,lv,0.6677,0.8325650090767506
war,lv,0.54,0.6791995226995227
ko,lv,0.4072,0.6488546575835585
kk,lv,0.427,0.7380594859388977
yi,lv,0.53,0.715978354978355
mi,lv,0.26,0.6585396825396824
sq,lv,0.688,0.8545511475452653
ksh,lv,0.3,0.5496419413919413
sa,lv,0.29,0.5513015873015872
lv,lv,0.8811,0.9408246268411672
id,lv,0.378,0.6432752962285393
rw,lv,0.56,0.675587912087912
tr,lv,0.6317,0.8145702908452057
lmo,lv,0.48,0.7456671252723883
pa,lv,0.56,0.7106622266622267
no,lv,0.6425,0.8263945983600163
ps,lv,0.42,0.6689083694083695
frr,lv,0.5,0.6400238095238094
rm,lv,0.49,0.6887211122211121
ast,lv,0.69,0.8280766256705112
ca,lv,0.6872,0.8325059548286252
crh,lv,0.37,0.6200949605949605
qu,lv,0.56,0.6452355977355977
bat-smg,lv,0.57,0.7245158730158731
kn,lv,0.53,0.7073197913197913
ceb,lv,0.55,0.6761182151182151
arz,lv,0.54,0.7848844488844489
sr,lv,0.5438,0.7370624618587466
pdc,lv,0.42,0.5691497113997115
en,lv,0.4849,0.733686285474931
th,lv,0.0546,0.2872538245079654
as,lv,0.56,0.7104858474858475
xmf,lv,0.52,0.703808462779051
km,lv,0.34,0.5054432234432233
fur,lv,0.53,0.6819891774891776
ga,lv,0.583,0.7728838518808334
zh-yue,lv,0.2519,0.6008885292957816
nov,lv,0.61,0.8622026307026309
et,lv,0.6448,0.8152096546066592
bh,lv,0.55,0.7155512265512266
zh-min-nan,lv,0.58,0.6533894993894994
ang,lv,0.5,0.619015873015873
ia,lv,0.44,0.6686416557298911
ur,lv,0.529,0.7295166088297667
min,lv,0.32,0.6496738816738816
si,lv,0.52,0.7119906204906205
co,lv,0.58,0.6838484848484849
az,lv,0.596,0.7938078792122909
sw,lv,0.475,0.6568560059221825
eu,lv,0.5395,0.7927049190927752
bar,lv,0.58,0.6898333333333333
ilo,lv,0.49,0.6667566322566323
ay,lv,0.4,0.4759706959706959
eml,lv,0.38,0.5324673382173382
ro,lv,0.5409,0.7697519028821196
uz,lv,0.713,0.8142441447441449
hak,lv,0.32,0.3995952380952381
mt,lv,0.56,0.8337518886342415
bo,lv,0.05,0.2028571428571428
vec,lv,0.56,0.7541810966810968
ig,lv,0.5,0.6164242424242424
te,lv,0.513,0.7051958097458096
lij,lv,0.38,0.5661900321900322
zea,lv,0.47,0.7007503607503608
jv,lv,0.55,0.8074254634254635
cv,lv,0.54,0.7534020146520146
el,lv,0.6955,0.8182083803399902
ckb,lv,0.628,0.7253822344322345
nn,lv,0.654,0.8247136072905423
uk,lv,0.5893,0.8278728008730177
jbo,lv,0.35,0.4557252747252747
bs,lv,0.573,0.8109621517371518
tk,lv,0.58,0.7041753246753246
ku,lv,0.63,0.7723174603174604
scn,lv,0.59,0.7695248085248084
fa,lv,0.4985,0.7991174826918866
zh,lv,0.2337,0.6200815352887566
la,lv,0.657,0.7682445593622065
mwl,lv,0.3,0.6236831501831502
li,lv,0.58,0.7545580808080808
dv,lv,0.35,0.5987893217893218
cbk-zam,lv,0.32,0.7019150294150294
ce,lv,0.3,0.6402272759919818
io,lv,0.58,0.7921710805534334
lb,lv,0.531,0.738305377955378
ln,lv,0.34,0.5109409414115297
vls,lv,0.57,0.7828353868353868
ar,lv,0.577,0.7587759840443353
oc,lv,0.63,0.7482661227661228
fiu-vro,lv,0.44,0.6805860185566067
fo,lv,0.64,0.8139246031746032
sco,lv,0.61,0.7713454878454878
sah,lv,0.68,0.7881636141636144
cy,lv,0.617,0.7788594285831127
crh,mk,0.46,0.6656122766122766
ku,mk,0.72,0.8106825396825397
gan,mk,0.24,0.4584444444444443
or,mk,0.14,0.4501421356421356
ce,mk,0.16,0.5753636363636363
szl,mk,0.56,0.6295959595959596
war,mk,0.49,0.6711427461427462
cy,mk,0.521,0.698780595385007
fy,mk,0.667,0.8148655979469447
ig,mk,0.51,0.6128556998556999
os,mk,0.4,0.6603253968253968
ba,mk,0.48,0.6978607503607503
tt,mk,0.659,0.7941027026894675
fur,mk,0.58,0.7097178932178934
ilo,mk,0.58,0.6911577866577868
la,mk,0.54,0.6847117661578188
ky,mk,0.42,0.6545468975468975
scn,mk,0.56,0.7072197247197246
sh,mk,0.5907,0.7795500239389094
ay,mk,0.41,0.4651355311355311
zh-min-nan,mk,0.4,0.4982092352092351
am,mk,0.4,0.5322417027417028
mzn,mk,0.51,0.7505627705627705
id,mk,0.5947,0.7865148105652517
fr,mk,0.6185,0.8256475766476385
gn,mk,0.59,0.7101666666666666
co,mk,0.51,0.640963924963925
pa,mk,0.53,0.6817117131234778
ms,mk,0.609,0.7759662966977983
ta,mk,0.548,0.7299412913883503
ru,mk,0.4926,0.7071700398921684
km,mk,0.27,0.4879523809523809
sl,mk,0.6624,0.8079944536122632
io,mk,0.65,0.7707520257520257
fa,mk,0.5689,0.8105670383864502
nov,mk,0.51,0.8001810966810967
bg,mk,0.7035,0.8355375784561154
hsb,mk,0.56,0.7470891053391052
ln,mk,0.5,0.6049609279609279
tk,mk,0.65,0.7485454545454546
cdo,mk,0.34,0.430056277056277
cv,mk,0.53,0.7549358419358418
ug,mk,0.37,0.5256904761904762
br,mk,0.519,0.6691181411381876
simple,mk,0.635,0.8301374019771078
de,mk,0.6076,0.8012102705215322
zh-yue,mk,0.3371,0.6604123890299587
te,mk,0.524,0.6983493147203673
als,mk,0.45,0.7849292388897652
sk,mk,0.671,0.8421934366433359
li,mk,0.63,0.7714354256854257
ka,mk,0.6326,0.8204737543923224
as,mk,0.53,0.6642654012654012
hy,mk,0.527,0.7132081247012361
ca,mk,0.6878,0.8526387354209258
mg,mk,0.36,0.6847561327561327
gu,mk,0.52,0.7439253524253524
su,mk,0.48,0.689420523920524
bn,mk,0.648,0.7573525725736251
uk,mk,0.6319,0.8179962414090897
kn,mk,0.52,0.7028326118326117
lmo,mk,0.44,0.7082792165694642
mr,mk,0.603,0.7716278296866533
ksh,mk,0.44,0.6774484126984127
no,mk,0.6812,0.8484356775465676
vi,mk,0.4369,0.7448617897711164
ia,mk,0.43,0.6758553603259486
hu,mk,0.6597,0.8373441566122216
sr,mk,0.6085,0.8086239291762589
el,mk,0.7069,0.8225451427502667
hr,mk,0.653,0.8251781482475213
ps,mk,0.44,0.6567734487734488
vls,mk,0.6,0.7736102786102786
fiu-vro,mk,0.54,0.6986875901875902
ext,mk,0.41,0.5791623376623376
xmf,mk,0.42,0.5806428571428571
wa,mk,0.45,0.5806782106782107
nl,mk,0.6657,0.8348476006621518
wuu,mk,0.21,0.5206666666666666
bat-smg,mk,0.57,0.6879523809523811
lij,mk,0.4,0.5894260739260739
my,mk,0.28,0.6185930735930736
hak,mk,0.28,0.370079365079365
hi,mk,0.576,0.7469407425907427
an,mk,0.767,0.8780921078921079
zh-classical,mk,0.28,0.626527374586198
mhr,mk,0.44,0.6181153291153292
sd,mk,0.35,0.6692539682539682
sco,mk,0.61,0.7836959151959152
bh,mk,0.62,0.7317678432678432
nn,mk,0.662,0.815526595635187
vec,mk,0.63,0.7534992784992786
mwl,mk,0.38,0.6453038628038628
bs,mk,0.618,0.8062029908258236
frr,mk,0.54,0.6187142857142858
dv,mk,0.31,0.5255292485292485
ro,mk,0.6352,0.8328011404874797
ur,mk,0.498,0.7809730449289273
sah,mk,0.49,0.6291089204912734
ace,mk,0.32,0.5629126984126983
sw,mk,0.49,0.6462925809484632
mn,mk,0.59,0.8249985210867564
cbk-zam,mk,0.44,0.7153241203241203
eml,mk,0.46,0.5634490231990231
et,mk,0.6564,0.8255419203044978
nap,mk,0.53,0.6850169552669553
ml,mk,0.605,0.7581620089061265
nds,mk,0.56,0.8021305916305917
ne,mk,0.51,0.8228550061050061
sa,mk,0.44,0.6029682539682539
si,mk,0.61,0.7023405483405483
jbo,mk,0.4,0.5228095238095238
mi,mk,0.35,0.6751593406593408
mk,mk,0.884,0.9417898714031068
map-bms,mk,0.46,0.5971861471861473
kk,mk,0.462,0.7384561660561662
jv,mk,0.56,0.775936396936397
da,mk,0.696,0.8509134045400764
bar,mk,0.7,0.7861111111111111
sq,mk,0.778,0.8814781803164156
yo,mk,0.42,0.5829104229104228
lb,mk,0.59,0.7791356396527449
eo,mk,0.6228,0.7849169942192311
pl,mk,0.6524,0.8355256927403522
arc,mk,0.07,0.3054523809523809
cs,mk,0.6463,0.8289203871189009
diq,mk,0.53,0.6628643578643579
lt,mk,0.7041,0.8522303049624952
ceb,mk,0.52,0.6351279831279831
ast,mk,0.73,0.8445999725592604
zea,mk,0.5,0.6976767676767678
es,mk,0.6599,0.8505576245349079
is,mk,0.626,0.8252883451343977
sv,mk,0.6767,0.8619610749845269
tl,mk,0.565,0.7230769511362392
pnb,mk,0.6,0.7182453102453102
pdc,mk,0.45,0.5912236227824463
uz,mk,0.779,0.882752886002886
vo,mk,0.35,0.4931111111111111
ko,mk,0.4224,0.6588854478235903
pt,mk,0.637,0.8250593572346127
vep,mk,0.54,0.7798262668703845
ja,mk,0.1445,0.4839699092153117
eu,mk,0.5805,0.8004257777181538
oc,mk,0.72,0.7887935397935398
csb,mk,0.53,0.7003647186147187
gd,mk,0.44,0.5815692085692086
ga,mk,0.6,0.8201221801847963
bo,mk,0.25,0.331
he,mk,0.4887,0.727268648814206
ckb,mk,0.573,0.7315941835941835
fi,mk,0.6355,0.8355657170108872
lv,mk,0.6371,0.7848599874858544
ang,mk,0.53,0.6487857142857143
pms,mk,0.57,0.7668405673274095
ar,mk,0.578,0.7958022219069201
arz,mk,0.53,0.7551267621267621
gl,mk,0.7367,0.8677238972706
fo,mk,0.57,0.7751973304473304
en,mk,0.4686,0.7300954910663812
az,mk,0.608,0.8017354266648383
rw,mk,0.59,0.7258876123876123
yi,mk,0.49,0.6579972804972805
it,mk,0.6473,0.839429850148991
af,mk,0.621,0.8049604678087651
rm,mk,0.62,0.7869962814962815
be,mk,0.689,0.8318826007326007
mt,mk,0.64,0.8310750360750361
th,mk,0.0046,0.2270153681999115
tg,mk,0.66,0.821103980986334
be-x-old,mk,0.614,0.7501436760951466
min,mk,0.33,0.6617034632034633
